Class,Word,Count,Probability
neg,nicely,31,9.20616159486e-05
neg,pretzel,1,2.96972954673e-06
neg,patch,65,0.000193032420537
neg,eyelids,2,5.93945909346e-06
neg,dodie,1,2.96972954673e-06
neg,boarded,1,2.96972954673e-06
neg,jovivich,1,2.96972954673e-06
neg,clarified,1,2.96972954673e-06
neg,sensitivity,2,5.93945909346e-06
neg,pinon,2,5.93945909346e-06
neg,slashfest,1,2.96972954673e-06
neg,deadpan,6,1.78183772804e-05
neg,irs,3,8.90918864019e-06
neg,droves,2,5.93945909346e-06
neg,bandaras,1,2.96972954673e-06
neg,ira,9,2.67275659206e-05
neg,wage,1,2.96972954673e-06
neg,extend,3,8.90918864019e-06
neg,nature,61,0.000181153502351
neg,lapping,1,2.96972954673e-06
neg,extent,20,5.93945909346e-05
neg,reacquaints,1,2.96972954673e-06
neg,tyranny,1,2.96972954673e-06
neg,veer,2,5.93945909346e-06
neg,voyeuristic,1,2.96972954673e-06
neg,himalayas,2,5.93945909346e-06
neg,incense,1,2.96972954673e-06
neg,melinda,1,2.96972954673e-06
neg,zigged,1,2.96972954673e-06
neg,rehash,13,3.86064841075e-05
neg,mortified,1,2.96972954673e-06
neg,gopher,1,2.96972954673e-06
neg,fondled,1,2.96972954673e-06
neg,affiliated,1,2.96972954673e-06
neg,blonde,34,0.000100970804589
neg,union,7,2.07881068271e-05
neg,muck,5,1.48486477337e-05
neg,much,1011,0.00300239657174
neg,fry,2,5.93945909346e-06
neg,toning,1,2.96972954673e-06
neg,premier,1,2.96972954673e-06
neg,retrospect,2,5.93945909346e-06
neg,spit,2,5.93945909346e-06
neg,arkin,18,5.34551318411e-05
neg,freehold,1,2.96972954673e-06
neg,almasy,2,5.93945909346e-06
neg,boardroom,1,2.96972954673e-06
neg,dave,12,3.56367545608e-05
neg,doubts,2,5.93945909346e-06
neg,spin,22,6.53340500281e-05
neg,professionally,4,1.18789181869e-05
neg,paraglider,1,2.96972954673e-06
neg,employ,5,1.48486477337e-05
neg,prostrate,1,2.96972954673e-06
neg,ditching,1,2.96972954673e-06
neg,verges,1,2.96972954673e-06
neg,mirabella,1,2.96972954673e-06
neg,eighteen,8,2.37578363738e-05
neg,haplessly,1,2.96972954673e-06
neg,oxymoron,1,2.96972954673e-06
neg,breakfast,12,3.56367545608e-05
neg,hone,1,2.96972954673e-06
neg,hong,45,0.000133637829603
neg,portobello,1,2.96972954673e-06
neg,honk,1,2.96972954673e-06
neg,spews,1,2.96972954673e-06
neg,split,18,5.34551318411e-05
neg,codename,1,2.96972954673e-06
neg,principals,5,1.48486477337e-05
neg,cavanaugh,7,2.07881068271e-05
neg,boiled,9,2.67275659206e-05
neg,effortlessly,3,8.90918864019e-06
neg,issac,8,2.37578363738e-05
neg,frenchmen,1,2.96972954673e-06
neg,torpedoes,4,1.18789181869e-05
neg,buliwyf,1,2.96972954673e-06
neg,boiler,2,5.93945909346e-06
neg,rulebook,1,2.96972954673e-06
neg,wcw,28,8.31524273084e-05
neg,mentors,1,2.96972954673e-06
neg,academic,6,1.78183772804e-05
neg,corporate,8,2.37578363738e-05
neg,gigolo,3,8.90918864019e-06
neg,belloq,2,5.93945909346e-06
neg,absurdities,1,2.96972954673e-06
neg,golden,17,5.04854022944e-05
neg,homogeneity,1,2.96972954673e-06
neg,snickered,1,2.96972954673e-06
neg,boondocks,1,2.96972954673e-06
neg,portrayed,18,5.34551318411e-05
neg,lasso,1,2.96972954673e-06
neg,hal,10,2.96972954673e-05
neg,ham,9,2.67275659206e-05
neg,han,8,2.37578363738e-05
neg,insubordination,1,2.96972954673e-06
neg,hag,1,2.96972954673e-06
neg,mcnamara,1,2.96972954673e-06
neg,beloved,15,4.4545943201e-05
neg,hap,1,2.96972954673e-06
neg,har,10,2.96972954673e-05
neg,hat,19,5.64248613879e-05
neg,preciously,1,2.96972954673e-06
neg,hav,7,2.07881068271e-05
neg,haw,1,2.96972954673e-06
neg,elders,1,2.96972954673e-06
neg,survival,10,2.96972954673e-05
neg,unequivocally,1,2.96972954673e-06
neg,otherworldly,5,1.48486477337e-05
neg,indicative,2,5.93945909346e-06
neg,shadow,20,5.93945909346e-05
neg,flotsam,1,2.96972954673e-06
neg,ballhaus,1,2.96972954673e-06
neg,sleuthing,2,5.93945909346e-06
neg,delectably,1,2.96972954673e-06
neg,alice,22,6.53340500281e-05
neg,festivities,2,5.93945909346e-06
neg,misdemeanors,1,2.96972954673e-06
neg,unabashedly,4,1.18789181869e-05
neg,attorney,6,1.78183772804e-05
neg,crowd,41,0.000121758911416
neg,crowe,5,1.48486477337e-05
neg,crown,9,2.67275659206e-05
neg,topping,1,2.96972954673e-06
neg,deflection,1,2.96972954673e-06
neg,captive,2,5.93945909346e-06
neg,beatng,1,2.96972954673e-06
neg,billboard,2,5.93945909346e-06
neg,bottom,56,0.000166304854617
neg,chabert,4,1.18789181869e-05
neg,inhuman,2,5.93945909346e-06
neg,plucked,1,2.96972954673e-06
neg,subkoff,1,2.96972954673e-06
neg,unequipped,1,2.96972954673e-06
neg,rooker,1,2.96972954673e-06
neg,starring,99,0.000294003225126
neg,mediocrity,11,3.2667025014e-05
neg,bamboo,1,2.96972954673e-06
neg,stoker,1,2.96972954673e-06
neg,benches,1,2.96972954673e-06
neg,bicentennial,1,2.96972954673e-06
neg,oneness,1,2.96972954673e-06
neg,kilgore,1,2.96972954673e-06
neg,dahlings,1,2.96972954673e-06
neg,maxwell,6,1.78183772804e-05
neg,marshall,15,4.4545943201e-05
neg,honeymoon,4,1.18789181869e-05
neg,mba,1,2.96972954673e-06
neg,liebes,1,2.96972954673e-06
neg,beings,9,2.67275659206e-05
neg,marshals,10,2.96972954673e-05
neg,shoots,22,6.53340500281e-05
neg,aggressivelly,1,2.96972954673e-06
neg,despised,2,5.93945909346e-06
neg,fabric,1,2.96972954673e-06
neg,suffice,13,3.86064841075e-05
neg,raped,10,2.96972954673e-05
neg,grasping,1,2.96972954673e-06
neg,greatness,9,2.67275659206e-05
neg,rapes,1,2.96972954673e-06
neg,spurting,1,2.96972954673e-06
neg,ballisitic,1,2.96972954673e-06
neg,congratulations,3,8.90918864019e-06
neg,humbled,1,2.96972954673e-06
neg,masquerading,2,5.93945909346e-06
neg,smashes,1,2.96972954673e-06
neg,complications,5,1.48486477337e-05
neg,smashed,3,8.90918864019e-06
neg,passenger,10,2.96972954673e-05
neg,disgrace,1,2.96972954673e-06
neg,barrymore,23,6.83037795748e-05
neg,yankovich,1,2.96972954673e-06
neg,paperwork,1,2.96972954673e-06
neg,triangles,1,2.96972954673e-06
neg,biederman,2,5.93945909346e-06
neg,dowling,2,5.93945909346e-06
neg,cambodia,1,2.96972954673e-06
neg,pasadena,2,5.93945909346e-06
neg,role,384,0.00114037614594
neg,rolf,2,5.93945909346e-06
neg,wreaked,1,2.96972954673e-06
neg,roll,30,8.90918864019e-05
neg,spielbergization,1,2.96972954673e-06
neg,intend,6,1.78183772804e-05
neg,palms,1,2.96972954673e-06
neg,transported,10,2.96972954673e-05
neg,comely,1,2.96972954673e-06
neg,intent,21,6.23643204813e-05
neg,smelling,4,1.18789181869e-05
neg,batmans,1,2.96972954673e-06
neg,hawkes,3,8.90918864019e-06
neg,explosions,30,8.90918864019e-05
neg,loren,2,5.93945909346e-06
neg,shootout,2,5.93945909346e-06
neg,overturned,2,5.93945909346e-06
neg,gown,1,2.96972954673e-06
neg,childs,1,2.96972954673e-06
neg,cincinnati,2,5.93945909346e-06
neg,chain,23,6.83037795748e-05
neg,whoever,7,2.07881068271e-05
neg,whoever,7,2.07881068271e-05
neg,bandits,1,2.96972954673e-06
neg,chair,17,5.04854022944e-05
neg,macht,2,5.93945909346e-06
neg,ballet,2,5.93945909346e-06
neg,grapples,2,5.93945909346e-06
neg,afi,1,2.96972954673e-06
neg,freelance,1,2.96972954673e-06
neg,crates,1,2.96972954673e-06
neg,crater,1,2.96972954673e-06
neg,silencers,1,2.96972954673e-06
neg,obssessed,1,2.96972954673e-06
neg,macho,23,6.83037795748e-05
neg,oversight,1,2.96972954673e-06
neg,downloading,1,2.96972954673e-06
neg,paychecks,4,1.18789181869e-05
neg,jerk,11,3.2667025014e-05
neg,jere,1,2.96972954673e-06
neg,prancer,1,2.96972954673e-06
neg,prances,2,5.93945909346e-06
neg,choice,47,0.000139577288696
neg,metamorphoses,1,2.96972954673e-06
neg,embark,3,8.90918864019e-06
neg,gloomy,7,2.07881068271e-05
neg,ghostbusters,12,3.56367545608e-05
neg,stays,16,4.75156727477e-05
neg,exact,35,0.000103940534136
neg,minute,133,0.000394974029715
neg,cooks,1,2.96972954673e-06
neg,masturbates,2,5.93945909346e-06
neg,minnie,5,1.48486477337e-05
neg,skewed,2,5.93945909346e-06
neg,trails,1,2.96972954673e-06
neg,heavyweight,3,8.90918864019e-06
neg,chopping,7,2.07881068271e-05
neg,shirts,6,1.78183772804e-05
neg,ogled,3,8.90918864019e-06
neg,headset,1,2.96972954673e-06
neg,antwerp,2,5.93945909346e-06
neg,celebrated,3,8.90918864019e-06
neg,celebrates,2,5.93945909346e-06
neg,unintentionally,19,5.64248613879e-05
neg,drafted,3,8.90918864019e-06
neg,climbs,2,5.93945909346e-06
neg,blunted,1,2.96972954673e-06
neg,address,7,2.07881068271e-05
neg,dwindling,1,2.96972954673e-06
neg,benson,2,5.93945909346e-06
neg,mafioso,1,2.96972954673e-06
neg,plunges,3,8.90918864019e-06
neg,accomplishes,2,5.93945909346e-06
neg,impacted,1,2.96972954673e-06
neg,cusack,20,5.93945909346e-05
neg,accomplished,18,5.34551318411e-05
neg,sprouted,1,2.96972954673e-06
neg,influx,1,2.96972954673e-06
neg,houseman,3,8.90918864019e-06
neg,betraying,2,5.93945909346e-06
neg,fakery,1,2.96972954673e-06
neg,red,94,0.000279154577393
neg,darnell,8,2.37578363738e-05
neg,working,98,0.00029103349558
neg,oldham,1,2.96972954673e-06
neg,opposed,9,2.67275659206e-05
neg,portorican,1,2.96972954673e-06
neg,perishes,1,2.96972954673e-06
neg,ooooooo,1,2.96972954673e-06
neg,consoles,2,5.93945909346e-06
neg,riders,1,2.96972954673e-06
neg,originally,31,9.20616159486e-05
neg,abortion,4,1.18789181869e-05
neg,goody,3,8.90918864019e-06
neg,following,85,0.000252427011472
neg,admired,3,8.90918864019e-06
neg,mirrors,7,2.07881068271e-05
neg,parachute,2,5.93945909346e-06
neg,locks,7,2.07881068271e-05
neg,sextette,1,2.96972954673e-06
neg,admirer,1,2.96972954673e-06
neg,listens,6,1.78183772804e-05
neg,septic,1,2.96972954673e-06
neg,thanking,2,5.93945909346e-06
neg,rewatched,3,8.90918864019e-06
neg,mintues,1,2.96972954673e-06
neg,convincingly,11,3.2667025014e-05
neg,fueled,3,8.90918864019e-06
neg,meddled,1,2.96972954673e-06
neg,brainless,10,2.96972954673e-05
neg,egotistical,2,5.93945909346e-06
neg,surfing,2,5.93945909346e-06
neg,jonnie,7,2.07881068271e-05
neg,conscious,12,3.56367545608e-05
neg,regressive,2,5.93945909346e-06
neg,nebbish,4,1.18789181869e-05
neg,skirmish,1,2.96972954673e-06
neg,wolves,9,2.67275659206e-05
neg,pulled,29,8.61221568552e-05
neg,years,358,0.00106316317773
neg,professors,2,5.93945909346e-06
neg,episodes,21,6.23643204813e-05
neg,professory,1,2.96972954673e-06
neg,overlord,1,2.96972954673e-06
neg,disconnect,2,5.93945909346e-06
neg,slimeball,1,2.96972954673e-06
neg,jia,9,2.67275659206e-05
neg,milked,3,8.90918864019e-06
neg,jim,95,0.000282124306939
neg,troubles,7,2.07881068271e-05
neg,wahlberg,15,4.4545943201e-05
neg,suspension,13,3.86064841075e-05
neg,troubled,15,4.4545943201e-05
neg,modestly,1,2.96972954673e-06
neg,recipients,1,2.96972954673e-06
neg,courageously,1,2.96972954673e-06
neg,drilling,3,8.90918864019e-06
neg,workmanlike,4,1.18789181869e-05
neg,henpecked,1,2.96972954673e-06
neg,sorted,1,2.96972954673e-06
neg,didn,333,0.000988919939061
neg,dispite,1,2.96972954673e-06
neg,fisherman,17,5.04854022944e-05
neg,instability,1,2.96972954673e-06
neg,quarter,13,3.86064841075e-05
neg,quartet,5,1.48486477337e-05
neg,materializes,1,2.96972954673e-06
neg,retrieve,12,3.56367545608e-05
neg,bursting,5,1.48486477337e-05
neg,sponsor,1,2.96972954673e-06
neg,entering,7,2.07881068271e-05
neg,disasters,5,1.48486477337e-05
neg,yojimbo,2,5.93945909346e-06
neg,seriously,106,0.000314791331953
neg,trauma,4,1.18789181869e-05
neg,firorina,1,2.96972954673e-06
neg,internet,17,5.04854022944e-05
neg,igniting,2,5.93945909346e-06
neg,complicates,2,5.93945909346e-06
neg,hairdresser,4,1.18789181869e-05
neg,complicated,19,5.64248613879e-05
neg,grandma,4,1.18789181869e-05
neg,marla,1,2.96972954673e-06
neg,modest,5,1.48486477337e-05
neg,marlo,3,8.90918864019e-06
neg,initiate,1,2.96972954673e-06
neg,aboard,13,3.86064841075e-05
neg,socking,1,2.96972954673e-06
neg,neglect,3,8.90918864019e-06
neg,emotion,41,0.000121758911416
neg,gunshot,5,1.48486477337e-05
neg,saving,58,0.00017224431371
neg,spoken,16,4.75156727477e-05
neg,velda,2,5.93945909346e-06
neg,savini,1,2.96972954673e-06
neg,reprisal,1,2.96972954673e-06
neg,one,2801,0.00831821246039
neg,punishable,2,5.93945909346e-06
neg,haviland,1,2.96972954673e-06
neg,tamara,2,5.93945909346e-06
neg,onw,1,2.96972954673e-06
neg,plotless,2,5.93945909346e-06
neg,exaggerations,2,5.93945909346e-06
neg,stifler,5,1.48486477337e-05
neg,stifles,1,2.96972954673e-06
neg,limburgher,1,2.96972954673e-06
neg,stifled,3,8.90918864019e-06
neg,hurricaine,1,2.96972954673e-06
neg,lingering,7,2.07881068271e-05
neg,featherbrained,1,2.96972954673e-06
neg,beesley,3,8.90918864019e-06
neg,shawn,5,1.48486477337e-05
neg,surges,2,5.93945909346e-06
neg,snatch,2,5.93945909346e-06
neg,devito,13,3.86064841075e-05
neg,absorbs,1,2.96972954673e-06
neg,crossroads,2,5.93945909346e-06
neg,rehab,5,1.48486477337e-05
neg,wandering,11,3.2667025014e-05
neg,disasterous,2,5.93945909346e-06
neg,illness,11,3.2667025014e-05
neg,stylings,1,2.96972954673e-06
neg,sumptuous,4,1.18789181869e-05
neg,turned,111,0.000329639979687
neg,locations,12,3.56367545608e-05
neg,jewels,2,5.93945909346e-06
neg,uninterrupted,1,2.96972954673e-06
neg,turner,13,3.86064841075e-05
neg,invite,2,5.93945909346e-06
neg,pimply,1,2.96972954673e-06
neg,zoe,1,2.96972954673e-06
neg,cigarettes,16,4.75156727477e-05
neg,warriors,20,5.93945909346e-05
neg,zoo,4,1.18789181869e-05
neg,goodman,24,7.12735091215e-05
neg,mayer,1,2.96972954673e-06
neg,lick,3,8.90918864019e-06
neg,pimple,3,8.90918864019e-06
neg,murphy,95,0.000282124306939
neg,opposite,45,0.000133637829603
neg,discerning,3,8.90918864019e-06
neg,spewing,3,8.90918864019e-06
neg,buffet,1,2.96972954673e-06
neg,printed,6,1.78183772804e-05
neg,knowingly,2,5.93945909346e-06
neg,buffed,2,5.93945909346e-06
neg,phil,32,9.50313454954e-05
neg,jittery,4,1.18789181869e-05
neg,lydia,1,2.96972954673e-06
neg,feuds,1,2.96972954673e-06
neg,delroy,6,1.78183772804e-05
neg,wynn,6,1.78183772804e-05
neg,fakeouts,1,2.96972954673e-06
neg,imagines,1,2.96972954673e-06
neg,friction,3,8.90918864019e-06
neg,fecal,1,2.96972954673e-06
neg,oderkerk,1,2.96972954673e-06
neg,inconsistent,10,2.96972954673e-05
neg,soviets,1,2.96972954673e-06
neg,imagined,8,2.37578363738e-05
neg,wynt,2,5.93945909346e-06
neg,zahn,8,2.37578363738e-05
neg,reconciling,1,2.96972954673e-06
neg,coaxing,3,8.90918864019e-06
neg,remastered,3,8.90918864019e-06
neg,guarded,5,1.48486477337e-05
neg,suitcases,2,5.93945909346e-06
neg,tilting,1,2.96972954673e-06
neg,simplistic,11,3.2667025014e-05
neg,awaiting,8,2.37578363738e-05
neg,pimp,14,4.15762136542e-05
neg,trys,2,5.93945909346e-06
neg,choudhury,1,2.96972954673e-06
neg,vision,19,5.64248613879e-05
neg,morose,1,2.96972954673e-06
neg,attenuated,3,8.90918864019e-06
neg,audaciously,1,2.96972954673e-06
neg,impressions,3,8.90918864019e-06
neg,intoxicating,1,2.96972954673e-06
neg,aboslutely,1,2.96972954673e-06
neg,masturbatory,3,8.90918864019e-06
neg,alarming,2,5.93945909346e-06
neg,sponsorship,1,2.96972954673e-06
neg,moons,1,2.96972954673e-06
neg,enjoys,12,3.56367545608e-05
neg,caan,19,5.64248613879e-05
neg,tsui,16,4.75156727477e-05
neg,braggarts,1,2.96972954673e-06
neg,hunk,6,1.78183772804e-05
neg,punts,1,2.96972954673e-06
neg,awards,14,4.15762136542e-05
neg,menacing,16,4.75156727477e-05
neg,uncharacteristically,3,8.90918864019e-06
neg,concentrated,2,5.93945909346e-06
neg,busting,5,1.48486477337e-05
neg,rhodes,1,2.96972954673e-06
neg,matheson,2,5.93945909346e-06
neg,millionaire,18,5.34551318411e-05
neg,flipped,5,1.48486477337e-05
neg,policed,1,2.96972954673e-06
neg,workplace,3,8.90918864019e-06
neg,concentrates,5,1.48486477337e-05
neg,flipper,4,1.18789181869e-05
neg,beowolf,1,2.96972954673e-06
neg,comparitive,1,2.96972954673e-06
neg,collides,2,5.93945909346e-06
neg,west,117,0.000347458356967
neg,collided,1,2.96972954673e-06
neg,motives,13,3.86064841075e-05
neg,vomits,5,1.48486477337e-05
neg,tomei,4,1.18789181869e-05
neg,formed,11,3.2667025014e-05
neg,photon,1,2.96972954673e-06
neg,photos,5,1.48486477337e-05
neg,tightened,1,2.96972954673e-06
neg,abject,1,2.96972954673e-06
neg,former,85,0.000252427011472
neg,sommers,3,8.90918864019e-06
neg,defeatist,1,2.96972954673e-06
neg,straighten,2,5.93945909346e-06
neg,squeezes,2,5.93945909346e-06
neg,butchers,1,2.96972954673e-06
neg,revelatory,1,2.96972954673e-06
neg,apropos,1,2.96972954673e-06
neg,newspaper,13,3.86064841075e-05
neg,situation,73,0.000216790256911
neg,ivey,2,5.93945909346e-06
neg,penthouse,4,1.18789181869e-05
neg,unlikeable,6,1.78183772804e-05
neg,engaged,12,3.56367545608e-05
neg,vamires,1,2.96972954673e-06
neg,dubious,18,5.34551318411e-05
neg,menancing,1,2.96972954673e-06
neg,engages,4,1.18789181869e-05
neg,demolition,2,5.93945909346e-06
neg,debilitating,1,2.96972954673e-06
neg,ingrained,1,2.96972954673e-06
neg,nuptials,1,2.96972954673e-06
neg,fistfights,3,8.90918864019e-06
neg,quiclky,1,2.96972954673e-06
neg,jessalyn,1,2.96972954673e-06
neg,bogglingly,1,2.96972954673e-06
neg,visually,24,7.12735091215e-05
neg,wires,12,3.56367545608e-05
neg,edged,3,8.90918864019e-06
neg,assigns,2,5.93945909346e-06
neg,hideaway,5,1.48486477337e-05
neg,sickness,6,1.78183772804e-05
neg,krippendorf,32,9.50313454954e-05
neg,defy,2,5.93945909346e-06
neg,deflate,1,2.96972954673e-06
neg,tolan,4,1.18789181869e-05
neg,edges,2,5.93945909346e-06
neg,amuck,2,5.93945909346e-06
neg,advertisement,2,5.93945909346e-06
neg,tracking,14,4.15762136542e-05
neg,droppingly,6,1.78183772804e-05
neg,nothin,2,5.93945909346e-06
neg,dimension,17,5.04854022944e-05
